id,grade,grade_suffix,coating,finish,surface_type,surface_protection,form,thickness_min,thickness_max,width_min,width_max,length_min,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,yield_strength_min,yield_strength_max,tensile_strength_min,tensile_strength_max,grade_norm,Grade/Material,UNS_No,Steel_No,Standards,Carbon (C),Manganese (Mn),Silicon (Si),Sulfur (S),Phosphorus (P),Chromium (Cr),Nickel (Ni),Molybdenum (Mo),Vanadium (V),Tungsten (W),Cobalt (Co),Copper (Cu),Aluminum (Al),Titanium (Ti),Niobium (Nb),Boron (B),Nitrogen (N),Tensile strength (Rm),Yield strength (Re or Rp0.2),Elongation (A%),Reduction of area (Z%),"Hardness (HB, HV, HRC)",Impact toughness (Charpy V-notch),Fatigue limit,Creep resistance,Source_Pages,Application,Category,Nb + V + Ti (Others),Coating,Carbon (C)_min,Carbon (C)_max,Carbon (C)_mid,Manganese (Mn)_min,Manganese (Mn)_max,Manganese (Mn)_mid,Silicon (Si)_min,Silicon (Si)_max,Silicon (Si)_mid,Sulfur (S)_min,Sulfur (S)_max,Sulfur (S)_mid,Phosphorus (P)_min,Phosphorus (P)_max,Phosphorus (P)_mid,Tensile strength (Rm)_min,Tensile strength (Rm)_max,Tensile strength (Rm)_mid,Yield strength (Re or Rp0.2)_min,Yield strength (Re or Rp0.2)_max,Yield strength (Re or Rp0.2)_mid,missing_ref,cluster,pca1,pca2
cd36c7d0-ee88-4139-854a-f5c4a8fdd35d,S235JR,,,,,,Coils,3.0,3.0,,1520.0,,,,,25000.0,610.0,610.0,,,260.0,330.0,350.0,430.0,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5047046803660714,-0.37798835946188414
a608d8ec-fc63-4f8f-932f-36bbd08d4eec,DX51D,,Z075,Hot-dip Galvanized (+Z),,,Coils,1.7,2.0,,,,,,,,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.3852029486080384,2.0484183111859413
6935ffd0-ddff-4af0-b2d3-5a47cfbab480,DP800,,,,,,Sheets,0.8,0.8,,,,,,24000.0,24000.0,,,,,,,,,dp800,DP800,,,Automotive specification,0.08-0.15,1.80-2.50,0.15-0.50,≤0.015,≤0.080,≤0.50,,≤0.25,,,,,0.020-0.070,,,,,800-1000 MPa,≥450 MPa,≥14%,,,,,,Standard Specifications,Dual phase automotive steel,Dual Phase Steel,,,0.08,0.15,0.11499999999999999,1.8,2.5,2.15,0.15,0.5,0.325,0.015,0.015,0.015,0.08,0.08,0.08,800.0,1000.0,900.0,450.0,450.0,450.0,False,1,2.2093459529901893,0.6201612153895435
9aabfd4b-06e9-4c02-9c6a-befd8c6f03e0,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),,,Coils,1.5,1.5,,1520.0,,,,5000.0,25000.0,610.0,610.0,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4343722011124311,2.163096216070222
3dbe0a02-7dec-4f06-a863-9eb8d99645f0,CR460,,GI60/60,Hot-dip Galvanized (+GI),,Lightly Oiled (L),Coils,1.4,1.4,1065.0,1065.0,,,,15000.0,20000.0,,,,,,,,,cr460,CR460,,,Automotive specification,≤0.12,0.80-1.80,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,520-670 MPa,≥460 MPa,≥19%,,,,,,Standard Specifications,Cold rolled high strength,HSLA Steel,,,0.12,0.12,0.12,0.8,1.8,1.3,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,520.0,670.0,595.0,460.0,460.0,460.0,False,4,1.3306146392144667,-0.5727924841661148
3ee0c0ff-e480-453b-a583-01a21faedd6f,HC420LA,,,,,,Sheets,1.0,1.0,,,,,,24000.0,24000.0,,,,,,,,,hc420la,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,0.12,0.12,0.12,0.7,1.6,1.15,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.156912827376824,-0.9089730994906349
9a7fa59b-ed18-4e8b-b5e7-ae32467c3339,S550,,,Oiled,,,Slit Coils,,,25.0,25.0,,,,,25000.0,610.0,610.0,,,,,600.0,700.0,s550,S550,,,EN 10025-3:2019,≤0.20,1.00-1.70,≤0.50,≤0.025,≤0.030,,,,,,,,,,,,,640-820 MPa,≥550 MPa,≥15%,,,,,,Standard Specifications,High strength structural steel,High Strength Steel,,,0.2,0.2,0.2,1.0,1.7,1.35,0.5,0.5,0.5,0.025,0.025,0.025,0.03,0.03,0.03,640.0,820.0,730.0,550.0,550.0,550.0,False,1,2.264688112607915,0.02287266606453995
6d291a31-0687-457b-bf0f-ed750fadd5c6,S355,,,oiled,,,Coils,,,,1520.0,,,,,25000.0,,610.0,,,,,,,s355,S355,,,EN 10025-2:2019,≤0.24,≤1.60,≤0.55,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,470-630 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.24,0.24,0.24,1.6,1.6,1.6,0.55,0.55,0.55,0.035,0.035,0.035,0.035,0.035,0.035,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.7147610146589574,0.0026797753426992302
ebb19b3b-e9db-4fef-909f-eb43c299dcec,S420MC,,,oiled,,,Coils,,,,1520.0,,,,,25000.0,,610.0,,,,,,,s420mc,S420MC,,,EN 10149-2:2013,≤0.12,≤1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥19%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.6,1.6,1.6,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.496512185503411,-0.8079481661280348
af3e6a71-5391-4974-80f1-694e09943b66,,,,,,,Coils,3.43,3.57,,1520.0,,,,,25000.0,,,,,380.0,,450.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.207257136708903,-2.5404289280481414
6bdbb748-dde3-4bcc-b989-f7687d5cf271,DD11,,,Stained,,Oiled (O),Coils,20.0,25.0,610.0,610.0,,,,,25000.0,,,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-0.9835973864111078,0.522714647204293
0e0116f1-d432-4360-a4b2-4b13010bc0e5,DD11,,,,,Oiled (O),Coils,5.0,15.0,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-0.972538020886659,0.44224601507819444
9118da90-e640-4ea5-9821-8822ef0612c6,DD12,,,,,Oiled (O),Coils,5.0,15.0,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,dd12,DD12,,,EN 10111:2008,≤0.10,≤0.45,,≤0.035,≤0.035,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,Drawing quality steel,Cold Rolled Steel,,,0.1,0.1,0.1,0.45,0.45,0.45,,,,0.035,0.035,0.035,0.035,0.035,0.035,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.3492090904714524,-0.1619559092899647
d672b525-16f4-4412-bca2-3e1c4e5377a6,DD13,,,,,Oiled (O),Coils,5.0,15.0,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,dd13,DD13,,,EN 10111:2008,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤280 MPa,≥38%,,,,,,Standard Specifications,Deep drawing quality,Cold Rolled Steel,,,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.03,0.03,0.03,270.0,350.0,310.0,280.0,280.0,280.0,False,2,-1.4812500310016912,-0.44496008166422946
4d041063-aafa-44d9-a555-aa1d3dd2ea95,DC01,,,,,Oiled (O),Coils,2.2,2.4,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.229965838605799,0.2996185188105834
cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,DD11,,,Oiled,,,Coils,,,,,,,,,,610.0,610.0,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-0.9468590716647858,0.49637047572903076
9162d4bc-9f99-4c51-936e-92082797cb17,X,,,,,,Coils,,,,1520.0,140.0,140.0,,,25000.0,,,,,,,,,x,X,,,Generic designation,Variable,Variable,Variable,,,,,,,,,,,,,,,Variable,,,,,,,,Standard Specifications,Generic steel designation,Generic Steel,,,,,,,,,,,,,,,,,,,,,,,,False,0,-3.207257136708903,-2.5404289280481414
dea3b708-307b-4d5f-a63e-1adb98ad435e,S355MC,,,Oiled,,,,,,,,,,,,,610.0,610.0,,,,,,,s355mc,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.5,1.5,1.5,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,430.0,550.0,490.0,355.0,355.0,355.0,False,4,1.1947637020367456,-0.9893803317726875
00ec3753-1801-49f5-9927-8b96d5e4341f,,,,,,,Coils,2.5,2.5,,1520.0,,,,,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.207257136708903,-2.5404289280481414
c880e01f-5294-4ca9-a7ae-5c0affbd5dec,S235JR,,,Stained,,Oiled,Coils,3.85,4.0,610.0,1520.0,,,,,25000.0,260.0,,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.4936453148416228,-0.2975197273357857
e0da314e-e74f-4d62-b4a1-10792af3d278,S315MC,,,Oiled,,,Coils,3.9,4.1,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s315mc,S315MC,,,EN 10149-2:2013,≤0.12,≤1.40,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,390-510 MPa,≥315 MPa,≥24%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.4,1.4,1.4,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,390.0,510.0,450.0,315.0,315.0,315.0,False,4,0.8946332476896489,-1.0705496879835912
320ac5d5-19e1-4fd2-9437-7f6307d1aa99,1.2083,,,As Rolled (+AR),,,Round Bars,18.0,18.0,18.0,18.0,6050.0,6200.0,,8000.0,8000.0,,,,,,,,,1.2083,1.2083,,,EN ISO 4957:2018,0.95-1.20,≤1.00,≤1.00,≤0.030,≤0.030,12.00-14.00,,≤0.30,≤0.30,,,,,,,,,1900-2300 MPa,,,,58-62 HRC,,,,Standard Specifications,Corrosion resistant tool steel,Tool Steel,,,0.95,1.2,1.075,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.03,0.03,0.03,0.03,1900.0,2300.0,2100.0,,,,False,3,7.136724063517395,2.461515688303205
c067969e-4f1d-45ff-8c22-9c79d4cf75ed,42CrMo4+QT,,,As Rolled (+AR),,,Round Bars,,,40.0,40.0,,,,12000.0,12000.0,,,,,,,,,42crmo4+qt,42CrMo4+QT,,,EN 10083-3:2006,0.38-0.45,0.60-0.90,≤0.40,≤0.035,≤0.025,0.90-1.20,,0.15-0.30,,,,,,,,,,1100-1300 MPa,≥900 MPa,≥10%,,32-39 HRC,≥35J at -20°C,,,Standard Specifications,Quenched and tempered alloy steel,Alloy Steel,,,0.38,0.45,0.41500000000000004,0.6,0.9,0.75,0.4,0.4,0.4,0.035,0.035,0.035,0.025,0.025,0.025,1100.0,1300.0,1200.0,900.0,900.0,900.0,False,1,4.1302412756870375,1.8425051766755345
43e2e0f2-730d-482d-941d-f1394639a2a8,304,,,ASTM No. 2B,,,Sheets,1.13,1.2,1250.0,1250.0,,,,,20000.0,,,,,,,,,304,304,,,ASTM A240; EN 10088-2:2014,≤0.08,≤2.00,≤0.75,≤0.030,≤0.045,17.5-19.5,8.0-10.5,,,,,,,,,,≤0.10,515-620 MPa,≥205 MPa,≥40%,,≤200 HB,,,,Standard Specifications,General purpose austenitic stainless steel,Stainless Steel,,,0.08,0.08,0.08,2.0,2.0,2.0,0.75,0.75,0.75,0.03,0.03,0.03,0.045,0.045,0.045,515.0,620.0,567.5,205.0,205.0,205.0,False,4,1.5481614773675139,-0.793568984615799
d98c2336-cfb7-40ed-9bb6-e4ff6cda143d,304,,,ASTM No. 2B,,,Sheets,1.4,1.4,1250.0,1250.0,,,,,100000.0,,,,,,,,,304,304,,,ASTM A240; EN 10088-2:2014,≤0.08,≤2.00,≤0.75,≤0.030,≤0.045,17.5-19.5,8.0-10.5,,,,,,,,,,≤0.10,515-620 MPa,≥205 MPa,≥40%,,≤200 HB,,,,Standard Specifications,General purpose austenitic stainless steel,Stainless Steel,,,0.08,0.08,0.08,2.0,2.0,2.0,0.75,0.75,0.75,0.03,0.03,0.03,0.045,0.045,0.045,515.0,620.0,567.5,205.0,205.0,205.0,False,4,1.5481614773675139,-0.793568984615799
b9f257cb-4294-49c7-9f2f-c8ee1d6c54a4,304,,,ASTM No. 2D,,,Plates,2.75,2.75,1250.0,1250.0,,,,,75000.0,,,,,,,,,304,304,,,ASTM A240; EN 10088-2:2014,≤0.08,≤2.00,≤0.75,≤0.030,≤0.045,17.5-19.5,8.0-10.5,,,,,,,,,,≤0.10,515-620 MPa,≥205 MPa,≥40%,,≤200 HB,,,,Standard Specifications,General purpose austenitic stainless steel,Stainless Steel,,,0.08,0.08,0.08,2.0,2.0,2.0,0.75,0.75,0.75,0.03,0.03,0.03,0.045,0.045,0.045,515.0,620.0,567.5,205.0,205.0,205.0,False,4,1.582784996546204,-0.7917124022330931
bb478e1f-f424-4bc5-9c2e-37c69bd97f24,DX51D,,ZM310,,,,Coils,0.75,0.75,1500.0,1500.0,,,,,,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.3668617028286885,1.9631893258362687
04ba813b-eccb-441c-9c59-c8b950d9f443,DC01,,,Cold Rolled,,,Slit Coils,0.1,1.0,,,,,,,,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.223720575539685,0.3654372159301776
92d6cb35-9e68-4253-be3a-5f6ef94b91a9,DC02,,,Cold Rolled,,,Slit Coils,0.1,1.0,,,,,,,,,,,,,,,,dc02,DC02,,,EN 10130:2006,≤0.10,≤0.45,,≤0.035,≤0.035,,,,,,,,,,,,,270-380 MPa,≤240 MPa,≥32%,,,,,,Standard Specifications,Cold rolled drawing quality,Cold Rolled Steel,,,0.1,0.1,0.1,0.45,0.45,0.45,,,,0.035,0.035,0.035,0.035,0.035,0.035,270.0,380.0,325.0,240.0,240.0,240.0,False,2,-1.476093404371105,-0.16560549003051364
89a609e6-ec9c-428e-a5bf-76abd1cf611d,DC03,,,Cold Rolled,,,Slit Coils,0.1,1.0,,,,,,,,,,,,,,,,dc03,DC03,,,EN 10130:2006,≤0.10,≤0.45,,≤0.030,≤0.030,,,,,,,,,,,,,270-370 MPa,≤210 MPa,≥34%,,,,,,Standard Specifications,"Deep drawing, complex forming",Cold Rolled Steel,,,0.1,0.1,0.1,0.45,0.45,0.45,,,,0.03,0.03,0.03,0.03,0.03,0.03,270.0,370.0,320.0,210.0,210.0,210.0,False,2,-1.5273476386490328,-0.41462830669794976
ee109fab-78ed-482d-80cd-ad96f47faee0,HC180,,,Cold Rolled,,,Slit Coils,0.1,1.0,,,,,,,,,,,,,,,,hc180,HC180,,,Automotive specification,≤0.10,≤0.50,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,300-380 MPa,≥180 MPa,≥34%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,0.1,0.1,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,300.0,380.0,340.0,180.0,180.0,180.0,False,4,-0.51138310601926,-1.4096661470498482
5fc1c9b1-018a-4a09-a15f-a4ac105bf07c,HC300,,,Cold Rolled,,,Slit Coils,0.1,1.0,,,,,,,,,,,,,,,,hc300,HC300,,,Automotive specification,≤0.12,0.60-1.00,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,380-480 MPa,≥300 MPa,≥25%,,,,,,Standard Specifications,Automotive high strength steel,HSLA Steel,,,0.12,0.12,0.12,0.6,1.0,0.8,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,380.0,480.0,430.0,300.0,300.0,300.0,False,4,0.2950972898389543,-1.104661987003941
22954beb-e993-4c0d-89e5-e6d4c1e93cfa,DX51D,,Z100,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, improved surface (MB)",Oiled (O),Coils,2.5,2.5,,,,,,20000.0,24000.0,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4586701453866027,2.1574898681322
9e7bf874-5cc8-4669-a61c-df999eaaf834,DX51D,,Z140,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, improved surface (MB)",Oiled (O),Coils,2.5,2.5,,,,,,20000.0,24000.0,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.466640146829442,2.1632098880626556
c88ae08a-0390-40a3-99fe-40013e5b930e,DX53D,,AS120,Aluminized (+AS/+AL),Conventional surface (A),Oiled (O),Coils,0.7,0.7,,,,,,,,,,,,,,,,dx53d,DX53D,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.871317067764424,0.7457437621210631
2a43d75f-c7ba-47cd-a051-466565c1b5ef,S235,,,,,,Strips,2.9,3.0,396.0,396.0,,,,35000.0,35000.0,,,,,,,,,s235,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5405483655668978,-0.38584968865140196
ac20e58c-280d-4abf-ad01-4709435a2944,DC01,,,Cold Rolled,,,Coils,0.5,0.5,1000.0,1500.0,,,,100000.0,100000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.256002915742845,0.37271763119417983
de748663-d3c2-4e67-8f64-496a078cf130,S350G,,DX51D,,,,Sheets,2.5,2.5,1250.0,1250.0,,,,24000.0,24000.0,,,,,,,,,s350g,S350G,,,EN 10346:2015,≤0.25,≤1.50,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,420-580 MPa,≥350 MPa,≥16%,,,,,,Standard Specifications,Galvanized structural steel,Galvanized Steel,,Hot-dip galvanized,0.25,0.25,0.25,1.5,1.5,1.5,,,,0.045,0.045,0.045,0.12,0.12,0.12,420.0,580.0,500.0,350.0,350.0,350.0,False,2,0.07276429332041574,2.4079606041985904
3d9f4fbd-8389-45a7-af04-5cab6d05e276,S235,,,,,,Plates,25.0,25.0,3000.0,3000.0,10000.0,12000.0,,,,,,,,,,,,s235,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5647748897195377,-0.3897001188272563
81f568a6-f3e7-471c-ba29-b562595a8a2e,DC01,,,Cold Rolled,,,Coils,0.8,0.8,1000.0,1500.0,,,,100000.0,100000.0,,,,,,,,,dc01,DC01,,,EN 10130:2006,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,"Cold forming, deep drawing",Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.256002915742845,0.37271763119417983
5dc44c38-0da6-4e4b-9f44-4dbaa232dd35,S355,,,,,,Plates,25.0,25.0,3000.0,3000.0,10000.0,12000.0,,,,,,,,,,,,s355,S355,,,EN 10025-2:2019,≤0.24,≤1.60,≤0.55,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,470-630 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.24,0.24,0.24,1.6,1.6,1.6,0.55,0.55,0.55,0.035,0.035,0.035,0.035,0.035,0.035,470.0,630.0,550.0,355.0,355.0,355.0,False,4,1.785721155613594,-0.09059855356802804
a07bce15-f34d-47f2-9d0b-a04971fa4457,304,,,ASTM No. 2D,,,Plates,4.6,4.75,1250.0,1250.0,,,,,50000.0,,,,,,,,,304,304,,,ASTM A240; EN 10088-2:2014,≤0.08,≤2.00,≤0.75,≤0.030,≤0.045,17.5-19.5,8.0-10.5,,,,,,,,,,≤0.10,515-620 MPa,≥205 MPa,≥40%,,≤200 HB,,,,Standard Specifications,General purpose austenitic stainless steel,Stainless Steel,,,0.08,0.08,0.08,2.0,2.0,2.0,0.75,0.75,0.75,0.03,0.03,0.03,0.045,0.045,0.045,515.0,620.0,567.5,205.0,205.0,205.0,False,4,1.582784996546204,-0.7917124022330931
2e56f82b-a80d-4704-83a5-14a52a117b65,,,,,,,Coils,,,,,,,,16000.0,24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,-3.207257136708903,-2.5404289280481414
f7c40656-b7b7-435b-a516-285afaa751db,DX51D,,Z080,Hot-dip Galvanized (+Z/+GI),,,Coils,1.7,2.0,,,,,,,,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4228015222749968,2.1281873573186614
